outcome,idx_original,y_true,y_pred,score,EDAD,PAIS,ETNIA.BN,GENERO.BN0,GENERO.BN1,ORIENTSEX.BN0,ORIENTSEX.BN1
Victim-perpetrator overlap,1407,0,1,0.6123798,16.0,False,True,False,True,True,False
Victim-perpetrator overlap,1411,0,1,0.52152735,14.0,True,True,False,True,True,False
Victim-perpetrator overlap,1412,0,1,0.5962737,14.0,True,True,False,True,True,False
Victim-perpetrator overlap,1413,0,0,0.4149726,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,1418,0,1,0.5823586,14.0,True,True,False,True,True,False
Victim-perpetrator overlap,1420,0,1,0.5186408,15.0,True,True,True,False,True,False
Victim-perpetrator overlap,1421,0,0,0.3967515,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,1424,0,1,0.5121114,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,1427,0,1,0.521709,14.0,False,True,True,False,True,False
Victim-perpetrator overlap,1428,0,0,0.4504845,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,1429,0,0,0.4630325,14.0,True,True,True,False,True,False
Victim-perpetrator overlap,1430,0,0,0.4843328,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,1431,0,1,0.54001486,15.0,False,True,False,True,True,False
Victim-perpetrator overlap,1434,1,1,0.61778796,15.0,True,True,True,False,True,False
Victim-perpetrator overlap,1435,0,0,0.46827018,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,1439,1,1,0.6350348,14.0,True,False,False,True,False,True
Victim-perpetrator overlap,1442,0,0,0.47652453,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,1448,0,1,0.6010576,15.0,False,True,False,True,True,False
Victim-perpetrator overlap,1449,1,1,0.52593625,14.0,True,True,False,True,True,False
Victim-perpetrator overlap,1450,0,1,0.53368497,14.0,True,True,False,True,True,False
Victim-perpetrator overlap,1451,0,1,0.5627682,16.0,True,True,True,False,True,False
Victim-perpetrator overlap,1455,0,1,0.5227311,14.0,False,True,True,False,True,False
Victim-perpetrator overlap,1466,0,0,0.46381426,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,1470,0,1,0.5078479,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,1471,0,1,0.6521888,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,1477,1,0,0.4736918,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,1481,0,0,0.46923652,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,1487,0,0,0.44507366,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,1488,1,1,0.60327595,16.0,True,False,False,True,False,True
Victim-perpetrator overlap,1497,0,1,0.60760236,16.0,True,False,False,True,False,True
Victim-perpetrator overlap,1501,0,1,0.5225229,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,1504,0,0,0.46009856,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,1507,0,1,0.51959217,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,1508,1,1,0.6062925,17.0,True,False,True,False,False,True
Victim-perpetrator overlap,1509,0,1,0.524925,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,1511,0,0,0.4548077,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,1512,0,0,0.4519212,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,1513,0,1,0.5584721,17.0,True,False,True,False,False,True
Victim-perpetrator overlap,1519,1,1,0.5055058,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,1520,0,1,0.51678884,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,1524,0,1,0.55388415,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,1531,1,1,0.59294856,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,1532,1,1,0.6250706,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,1541,0,0,0.41633058,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,1543,0,1,0.5021278,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,1549,0,1,0.50236905,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,1557,0,0,0.4224824,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,1559,0,0,0.44185182,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,1564,0,1,0.5122179,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,1565,0,0,0.42564023,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,1570,0,0,0.48259676,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,1577,0,0,0.44324344,16.0,True,True,True,False,True,False
Victim-perpetrator overlap,1578,1,1,0.5003473,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,1586,0,1,0.67854834,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,1594,0,0,0.49766904,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,1604,0,0,0.45327774,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,1607,0,0,0.43714646,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,1609,0,1,0.5410338,17.0,True,False,True,False,False,True
Victim-perpetrator overlap,1610,0,0,0.40335238,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,1613,0,1,0.56479055,17.0,True,False,False,True,False,True
Victim-perpetrator overlap,1620,0,0,0.43439823,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,1627,0,0,0.4568371,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,1636,1,0,0.4176463,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,1645,0,1,0.54308,14.0,True,False,False,True,False,True
Victim-perpetrator overlap,1648,0,1,0.5391423,14.0,True,True,False,True,True,False
Victim-perpetrator overlap,1650,0,0,0.42620564,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,1652,0,0,0.4785843,14.0,True,True,True,False,True,False
Victim-perpetrator overlap,1668,0,0,0.40240073,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,1670,0,1,0.53273445,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,1676,1,1,0.5487494,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,1677,0,0,0.42133534,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,1678,0,0,0.498998,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,1681,1,1,0.54321635,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,1684,0,1,0.5105421,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,1690,0,0,0.4262012,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,1692,0,0,0.4406143,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,1694,0,0,0.46012092,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,1696,0,1,0.52034074,15.0,True,False,False,True,False,True
Victim-perpetrator overlap,1699,0,0,0.49850518,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,1712,0,0,0.43242013,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,1716,0,1,0.5153415,17.0,False,False,False,True,True,False
Victim-perpetrator overlap,1718,0,0,0.46406886,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,1724,0,0,0.41833895,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,1731,1,1,0.63340116,17.0,False,True,False,True,True,False
Victim-perpetrator overlap,1732,0,1,0.5485551,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,1740,0,1,0.5465927,16.0,True,False,False,True,False,True
Victim-perpetrator overlap,1741,0,1,0.54502696,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,1747,0,1,0.5428638,15.0,True,False,False,True,False,True
Victim-perpetrator overlap,1748,0,0,0.44573298,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,1766,0,0,0.47332188,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,1770,0,0,0.42781445,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,1771,0,0,0.47462127,15.0,True,True,False,True,True,False
Victim-perpetrator overlap,1772,0,0,0.39233616,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,1775,0,1,0.51889396,17.0,True,False,True,False,False,True
Victim-perpetrator overlap,1777,0,1,0.5962133,15.0,True,True,False,True,True,False
Victim-perpetrator overlap,1785,1,1,0.6067174,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,1794,0,1,0.5768573,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,1805,0,1,0.520374,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,1806,0,1,0.51923865,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,1809,0,1,0.50254494,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,1815,0,1,0.7210272,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,1816,0,0,0.45377868,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,1819,0,1,0.6739819,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,1821,0,1,0.6090907,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,1822,0,0,0.49701363,14.0,True,False,True,False,False,True
Victim-perpetrator overlap,1829,0,1,0.5357342,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,1832,0,0,0.46903718,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,1833,0,0,0.42871752,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,1838,1,1,0.5529102,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,1841,0,0,0.4982499,14.0,False,True,True,False,True,False
Victim-perpetrator overlap,1845,0,0,0.4560526,14.0,True,True,True,False,True,False
Victim-perpetrator overlap,1852,1,1,0.6305214,15.0,False,True,True,False,True,False
Victim-perpetrator overlap,1853,1,1,0.5224041,15.0,True,True,False,True,True,False
Victim-perpetrator overlap,1856,1,1,0.66617644,16.0,False,True,True,False,False,True
Victim-perpetrator overlap,1857,1,1,0.6667738,14.0,True,True,False,True,False,True
Victim-perpetrator overlap,1864,0,0,0.44245285,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,1865,0,0,0.4643828,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,1868,0,0,0.45820478,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,1869,0,1,0.56387985,14.0,True,True,False,True,True,False
Victim-perpetrator overlap,1871,0,0,0.44813994,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,1873,1,1,0.58023506,16.0,True,True,False,True,False,True
Victim-perpetrator overlap,1877,0,0,0.42486054,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,1878,0,0,0.4331499,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,1879,0,1,0.6207834,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,1881,0,0,0.4022976,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,1886,0,1,0.59804076,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,1894,0,0,0.44829053,14.0,True,True,False,True,True,False
Victim-perpetrator overlap,1896,0,1,0.51361454,15.0,False,True,True,False,True,False
Victim-perpetrator overlap,1903,0,1,0.5139563,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,1904,0,0,0.46799448,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,1910,0,1,0.50935835,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,1917,1,1,0.5171718,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,1927,1,1,0.6011811,14.0,False,True,True,False,True,False
Victim-perpetrator overlap,1928,0,0,0.4307076,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,1929,1,1,0.51895696,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,1931,1,1,0.60497284,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,1932,0,0,0.4239072,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,1933,1,1,0.5485933,15.0,False,True,False,True,True,False
Victim-perpetrator overlap,1934,0,0,0.43795723,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,1935,1,1,0.55587286,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,1938,0,0,0.33811226,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,1944,0,1,0.50157195,16.0,True,True,False,True,True,False
Victim-perpetrator overlap,1948,0,0,0.4294492,16.0,True,True,True,False,True,False
Victim-perpetrator overlap,1953,0,0,0.4686876,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,1957,0,1,0.607516,17.0,True,True,False,True,True,False
Victim-perpetrator overlap,1964,0,0,0.47313085,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,1967,0,0,0.42721882,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,1973,0,0,0.40635195,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,1989,0,1,0.52711815,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,1997,0,1,0.54467577,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2004,0,1,0.5671369,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2005,0,1,0.55334616,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,2007,0,1,0.54994273,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2008,0,1,0.6290057,15.0,True,False,False,True,False,True
Victim-perpetrator overlap,2009,0,0,0.44142854,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2010,0,1,0.5351792,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2012,0,1,0.54043067,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2016,1,1,0.55609053,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2018,0,0,0.4845001,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2023,0,0,0.45779213,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2025,0,0,0.4730633,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,2030,1,1,0.5358442,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2038,1,1,0.55020785,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2039,0,0,0.49130082,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2041,0,0,0.46472788,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2042,0,0,0.46262392,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2047,0,0,0.4212611,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2051,1,0,0.46370843,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,2057,0,1,0.54621845,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2058,1,0,0.40292352,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2061,0,1,0.58803135,16.0,False,True,True,False,True,False
Victim-perpetrator overlap,2062,0,1,0.5017822,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2063,0,1,0.5167145,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2065,0,1,0.54050535,16.0,True,False,False,True,False,True
Victim-perpetrator overlap,2066,0,0,0.47520772,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2069,0,0,0.46391535,16.0,True,False,False,True,False,True
Victim-perpetrator overlap,2071,0,0,0.45204714,15.0,False,False,True,False,True,False
Victim-perpetrator overlap,2072,0,0,0.47813496,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2078,0,0,0.40383476,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2081,0,1,0.5642385,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2082,0,0,0.44240698,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2084,0,1,0.554176,16.0,True,False,False,True,False,True
Victim-perpetrator overlap,2085,0,0,0.48637488,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2090,0,0,0.4698598,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2091,0,0,0.37504396,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2093,0,0,0.4954038,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2094,1,1,0.5451742,15.0,True,False,True,False,False,True
Victim-perpetrator overlap,2103,0,0,0.4162409,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2108,0,1,0.5525378,16.0,True,False,False,True,False,True
Victim-perpetrator overlap,2111,0,1,0.53525794,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2122,0,1,0.5246191,16.0,True,False,True,False,False,True
Victim-perpetrator overlap,2123,0,0,0.442048,15.0,True,True,True,False,True,False
Victim-perpetrator overlap,2131,1,1,0.5522972,14.0,False,True,True,False,True,False
Victim-perpetrator overlap,2144,1,1,0.60526025,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2146,0,0,0.44646502,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2152,0,0,0.4462676,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2153,0,0,0.45932096,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2154,0,0,0.4644302,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2159,1,0,0.4276581,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2166,0,0,0.39835224,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2171,0,0,0.4282601,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2180,0,1,0.5865842,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,2182,0,0,0.47780618,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,2187,0,1,0.5967223,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2190,0,0,0.40173864,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,2191,1,0,0.4330787,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2198,0,0,0.4684828,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2200,0,0,0.4477169,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2204,0,0,0.4428418,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2207,0,0,0.4016489,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2210,1,1,0.54112303,15.0,False,True,True,False,True,False
Victim-perpetrator overlap,2212,0,0,0.4754471,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2216,0,0,0.4654435,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2221,1,1,0.61824894,15.0,True,False,True,False,False,True
Victim-perpetrator overlap,2225,0,1,0.50948155,15.0,True,True,True,False,True,False
Victim-perpetrator overlap,2228,0,0,0.46366036,14.0,True,True,True,False,True,False
Victim-perpetrator overlap,2230,0,1,0.6918359,14.0,True,True,False,True,True,False
Victim-perpetrator overlap,2232,0,1,0.56431174,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,2233,0,1,0.62651545,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2236,0,1,0.5298866,15.0,True,False,False,True,False,True
Victim-perpetrator overlap,2244,1,1,0.5841808,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,2253,0,1,0.5626717,15.0,True,True,False,True,True,False
Victim-perpetrator overlap,2259,0,1,0.5717884,15.0,True,True,False,True,True,False
Victim-perpetrator overlap,2261,0,1,0.5418042,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2262,1,0,0.49782056,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2265,1,1,0.61271054,14.0,True,True,True,False,True,False
Victim-perpetrator overlap,2267,1,1,0.55773044,14.0,False,True,False,True,True,False
Victim-perpetrator overlap,2269,0,0,0.46260473,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2274,0,0,0.38159284,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2275,0,1,0.62775946,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,2278,0,0,0.46384904,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2286,0,0,0.42635015,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2296,1,1,0.6189169,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2299,0,0,0.47172976,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,2307,0,0,0.49817622,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2310,1,1,0.63916785,15.0,False,True,False,True,True,False
Victim-perpetrator overlap,2311,0,1,0.5921353,17.0,False,False,True,False,True,False
Victim-perpetrator overlap,2315,0,0,0.449584,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,2318,0,1,0.53422624,17.0,True,False,True,False,False,True
Victim-perpetrator overlap,2320,1,1,0.5609267,17.0,True,False,True,False,False,True
Victim-perpetrator overlap,2321,0,1,0.6635545,17.0,True,False,False,True,False,True
Victim-perpetrator overlap,2322,0,0,0.45540336,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,2324,0,1,0.5291814,17.0,True,False,False,True,False,True
Victim-perpetrator overlap,2329,0,0,0.44673303,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2331,1,1,0.66566586,14.0,True,False,False,True,False,True
Victim-perpetrator overlap,2332,0,0,0.46576235,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2334,0,1,0.5383673,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2335,1,1,0.55011636,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2341,0,0,0.44204545,16.0,False,False,False,True,True,False
Victim-perpetrator overlap,2347,1,1,0.50878567,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2357,0,0,0.4961643,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,2362,1,1,0.53965336,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2363,1,1,0.5659397,17.0,True,False,False,True,False,True
Victim-perpetrator overlap,2364,0,0,0.46018517,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2373,0,1,0.5495574,16.0,True,False,False,True,False,True
Victim-perpetrator overlap,2374,0,1,0.5912118,16.0,True,False,False,True,False,True
Victim-perpetrator overlap,2377,1,1,0.5250731,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2379,0,1,0.55359477,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2388,0,1,0.5919245,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2390,1,0,0.48094368,16.0,True,True,True,False,True,False
Victim-perpetrator overlap,2392,0,0,0.4419997,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,2402,1,1,0.71890855,17.0,True,False,False,True,False,True
Victim-perpetrator overlap,2404,0,0,0.44709924,14.0,True,True,True,False,True,False
Victim-perpetrator overlap,2407,0,0,0.37034163,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2408,0,1,0.64720094,14.0,True,True,False,True,False,True
Victim-perpetrator overlap,2418,0,1,0.5772977,16.0,True,False,True,False,False,True
Victim-perpetrator overlap,2423,0,1,0.5212944,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2430,0,1,0.5148874,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2431,0,1,0.5689822,16.0,False,False,False,True,True,False
Victim-perpetrator overlap,2433,0,0,0.46558765,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2435,0,1,0.5398397,15.0,True,False,False,True,False,True
Victim-perpetrator overlap,2436,1,1,0.7017217,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2444,0,1,0.5340027,14.0,True,False,False,True,False,True
Victim-perpetrator overlap,2446,0,0,0.4028414,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2448,0,1,0.5241752,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2449,1,1,0.6508391,14.0,True,True,False,True,True,False
Victim-perpetrator overlap,2452,0,0,0.37121254,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2458,0,1,0.5362565,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2459,1,1,0.5570683,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2464,1,1,0.55909544,15.0,True,False,False,True,False,True
Victim-perpetrator overlap,2470,1,0,0.4782284,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2472,0,0,0.43207818,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2482,0,0,0.47158077,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2490,1,1,0.5372847,15.0,True,False,False,True,False,True
Victim-perpetrator overlap,2495,0,1,0.6253255,15.0,False,True,False,True,True,False
Victim-perpetrator overlap,2498,0,0,0.41643652,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2501,0,1,0.60010844,15.0,True,False,False,True,False,True
Victim-perpetrator overlap,2507,0,1,0.52153236,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,2508,0,0,0.4767391,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,2509,0,0,0.47795492,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,2517,0,0,0.46352968,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,2524,0,1,0.5551045,17.0,True,True,False,True,True,False
Victim-perpetrator overlap,2525,0,0,0.46590766,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,2528,0,1,0.51566774,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,2532,0,0,0.46217135,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,2534,0,0,0.4388369,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,2539,0,0,0.44403064,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,2541,0,1,0.5619381,17.0,True,False,False,True,False,True
Victim-perpetrator overlap,2547,1,0,0.44219366,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,2548,0,0,0.4885339,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,2549,0,1,0.5107847,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,2552,0,0,0.49365672,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,2555,0,0,0.45083395,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,2562,0,1,0.5951888,17.0,True,False,False,True,False,True
Victim-perpetrator overlap,2569,0,1,0.5379155,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2570,0,0,0.44953755,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,2574,0,1,0.59719723,17.0,True,True,False,True,True,False
Victim-perpetrator overlap,2580,0,1,0.54760057,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2594,0,0,0.47817108,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,2601,0,0,0.4702405,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,2609,0,1,0.66196066,16.0,True,True,True,False,False,True
Victim-perpetrator overlap,2613,0,0,0.4394615,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2615,1,1,0.51314545,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,2616,0,1,0.64705306,17.0,True,False,False,True,False,True
Victim-perpetrator overlap,2617,0,1,0.52323234,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2618,0,0,0.47239995,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,2620,0,0,0.44652677,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2621,0,0,0.4173044,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,2625,0,0,0.4301852,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,2627,0,1,0.5084379,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,2634,0,0,0.44614896,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2636,0,1,0.51095444,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,2638,0,1,0.50521487,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2643,0,0,0.4310908,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2645,1,1,0.5341282,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2648,0,0,0.4480973,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2654,0,0,0.39295283,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2664,0,0,0.4509762,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2666,0,0,0.43150246,14.0,True,True,True,False,True,False
Victim-perpetrator overlap,2668,1,1,0.6443469,14.0,True,False,False,True,False,True
Victim-perpetrator overlap,2681,0,0,0.49695167,14.0,True,True,False,True,True,False
